Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2009,2007-2013,26000763,25423956,126780,4009
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2010,2007-2013,23345411,20255847,679078,21474
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2011,2007-2013,9122483,12095995,653570,20667
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2012,2007-2013,22811166,29099637,1382190,43708
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2013,2007-2013,51760391,43044347,1915765,60581
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2014,2007-2013,11635734,10954713,149686,4733
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2015,2007-2013,0,6654085,405865,12834
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2017,2007-2013,4284410,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2020,2007-2013,4216216,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2006,2007-2013,556510,556510,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2007,2007-2013,7887198,9325132,411453,13011
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2008,2007-2013,8102691,8370576,76652,2423
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2009,2007-2013,9612208,9673078,17417,550
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2010,2007-2013,9955206,10152258,56384,1783
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2011,2007-2013,11065583,11044366,6070,191
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2012,2007-2013,10946030,10758985,53521,1692
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2013,2007-2013,9892041,9177752,204387,6463
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2014,2007-2013,5867059,5896860,8527,269
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2015,2007-2013,129083,4963995,306455,9690
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2016,2007-2013,5905863,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,EAFRD,2017,2007-2013,39,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2007,2007-2013,655190,1125880,41421,1309
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2008,2007-2013,982785,904337,6903,218
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2009,2007-2013,818988,1666767,358060,11322
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2010,2007-2013,2224907,2410484,638273,20183
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2011,2007-2013,1537023,3782976,513334,16233
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2012,2007-2013,5345311,5785016,331298,10476
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2013,2007-2013,5556220,5726445,287365,9087
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2014,2007-2013,5443038,6044803,877941,27762
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2015,2007-2013,7968240,5312806,429729,13589
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2016,2007-2013,589838,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ERDF,2017,2007-2013,1637976,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2007,2007-2013,2780013,3680976,199445,6307
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2008,2007-2013,4170019,8070626,863473,27305
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2009,2007-2013,22223591,21716566,112239,3549
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2010,2007-2013,19876875,17232648,585349,18510
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2011,2007-2013,7638335,10186358,564053,17836
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2012,2007-2013,19431609,24749635,1177245,37227
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2013,2007-2013,44045562,36634177,1640650,51881
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2014,2007-2013,9742702,9190921,122147,3862
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2015,2007-2013,0,5635638,343830,10872
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2017,2007-2013,3689137,0,0,0
DE,DE1,DE12 Karlsruhe,DE12,Karlsruhe,ESF,2020,2007-2013,3499702,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2006,2007-2013,1124495,1124495,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2007,2007-2013,15937019,18842536,831390,26290
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2008,2007-2013,16372450,16913742,154886,4897
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2009,2007-2013,19422608,19545602,35193,1112
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2010,2007-2013,20115675,20513842,113932,3602
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2011,2007-2013,22359323,22316453,12266,387
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2012,2007-2013,22117753,21739806,108146,3419
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2013,2007-2013,19988043,18544738,412989,13059
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2014,2007-2013,11855088,11915305,17230,544
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2015,2007-2013,260829,10030341,619229,19581
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2016,2007-2013,11933498,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,EAFRD,2017,2007-2013,79,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2007,2007-2013,597615,1026943,37781,1194
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2008,2007-2013,896422,824868,6296,199
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2009,2007-2013,747018,1520299,326596,10327
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2010,2007-2013,2029392,2198661,582185,18410
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2011,2007-2013,1401956,3450545,468224,14806
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2012,2007-2013,4875589,5276654,302185,9555
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2013,2007-2013,5067963,5223230,262113,8288
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2014,2007-2013,4964728,5513612,800792,25323
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2015,2007-2013,7268026,4845940,391967,12395
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2016,2007-2013,538005,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,ERDF,2017,2007-2013,1494037,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2007,2007-2013,2021459,2675817,145079,4587
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2008,2007-2013,3032188,5869559,629080,19893
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2009,2007-2013,16180089,15808766,82326,2603
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2010,2007-2013,14459442,12533776,426944,13501
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2011,2007-2013,5536227,7392319,411518,13013
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2012,2007-2013,14137046,17999951,856454,27083
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2013,2007-2013,32037099,26647255,1194995,37789
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2014,2007-2013,7061462,6664464,88019,2783
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2015,2007-2013,0,4094943,249846,7900
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2017,2007-2013,2690166,0,0,0
DE,DE1,DE13 Freiburg,DE13,Freiburg,ESF,2020,2007-2013,2531670,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2006,2007-2013,1204816,1204816,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2007,2007-2013,17075377,20188431,890775,28168
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2008,2007-2013,17541910,18121866,165949,5247
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2009,2007-2013,20809936,20941716,37707,1192
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2010,2007-2013,21552509,21979116,122070,3860
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2011,2007-2013,23956417,23910485,13143,415
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2012,2007-2013,23697592,23292649,115870,3664
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2013,2007-2013,21415760,19869362,442489,13992
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2014,2007-2013,12701880,12766398,18461,583
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2015,2007-2013,279460,10746794,663460,20980
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2016,2007-2013,12785891,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,EAFRD,2017,2007-2013,85,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2007,2007-2013,598182,1027918,37817,1195
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2008,2007-2013,897273,825651,6302,199
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2009,2007-2013,747728,1521742,326906,10337
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2010,2007-2013,2031319,2200749,582738,18427
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2011,2007-2013,1403288,3453821,468669,14820
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2012,2007-2013,4880218,5281665,302472,9565
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2013,2007-2013,5072776,5228191,262362,8296
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2014,2007-2013,4969442,5518848,801552,25347
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2015,2007-2013,7274928,4850542,392339,12406
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2016,2007-2013,538516,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,ERDF,2017,2007-2013,1495456,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2007,2007-2013,1969138,2604986,141437,4472
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2008,2007-2013,2953708,5719826,615291,19457
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2009,2007-2013,15803173,15436064,81659,2582
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2010,2007-2013,14097841,12216023,418588,13236
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2011,2007-2013,5356220,7171039,403685,12765
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2012,2007-2013,13786607,17541234,835173,26410
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2013,2007-2013,31227996,25976212,1168198,36941
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2014,2007-2013,6831863,6453768,84102,2659
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2015,2007-2013,0,3982890,243038,7685
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2017,2007-2013,2636213,0,0,0
DE,DE1,DE14 Tübingen,DE14,Tübingen,ESF,2020,2007-2013,2439285,0,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2006,2007-2013,2524378,2524378,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2007,2007-2013,35776981,42299571,1866385,59020
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2008,2007-2013,36754479,37969625,347704,10995
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2009,2007-2013,43601772,43877882,79006,2498
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2010,2007-2013,45157638,46051481,255765,8088
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2011,2007-2013,50194399,50098160,27537,870
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2012,2007-2013,49652097,48803646,242777,7677
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2013,2007-2013,44871116,41631044,927120,29318
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2014,2007-2013,26613464,26748644,38680,1223
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2015,2007-2013,585535,22517093,1390107,43959
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2016,2007-2013,26789486,0,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,EAFRD,2017,2007-2013,179,0,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2007,2007-2013,867418,1500035,72054,2278
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2008,2007-2013,1753437,1852751,11311,357
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2009,2007-2013,2028709,2973928,107660,3404
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2010,2007-2013,4648589,5154784,57655,1823
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2011,2007-2013,6051618,5966879,571278,18065
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2012,2007-2013,4705915,6051101,320212,10125
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2013,2007-2013,7674783,7131645,245392,7759
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2014,2007-2013,5446485,6223675,685067,21663
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2015,2007-2013,8025404,6516103,418905,13246
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ERDF,2018,2007-2013,2168545,0,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2007,2007-2013,2532623,3669450,163322,5164
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2008,2007-2013,3798935,6142883,336743,10648
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2009,2007-2013,11631710,13391885,252875,7996
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2010,2007-2013,17513690,15945978,225225,7122
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2011,2007-2013,12274862,14180271,273741,8656
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2012,2007-2013,18642170,22403768,1002273,31694
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2013,2007-2013,28422545,24761424,548502,17345
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2014,2007-2013,16696033,15103628,726440,22972
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2015,2007-2013,7050827,9569873,587119,18566
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2017,2007-2013,3049665,0,0,0
DE,DE2,DE21 Oberbayern,DE21,Oberbayern,ESF,2020,2007-2013,3556096,0,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2006,2007-2013,1566261,1566261,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2007,2007-2013,22197990,26244960,1158007,36619
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2008,2007-2013,22804483,23558426,215734,6822
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2009,2007-2013,27052917,27224230,49020,1550
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2010,2007-2013,28018261,28572850,158691,5018
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2011,2007-2013,31143342,31083630,17086,540
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2012,2007-2013,30806868,30280443,150632,4763
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2013,2007-2013,27840487,25830170,575235,18190
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2014,2007-2013,16512444,16596317,23999,758
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2015,2007-2013,363298,13970832,862498,27274
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2016,2007-2013,16621658,0,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,EAFRD,2017,2007-2013,111,0,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2007,2007-2013,2373851,4105128,197191,6235
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2008,2007-2013,4798608,5070401,30957,978
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2009,2007-2013,5551942,8138712,294631,9317
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2010,2007-2013,12721736,14107032,157784,4989
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2011,2007-2013,16561387,16329481,1563409,49439
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2012,2007-2013,12878618,16559971,876320,27711
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2013,2007-2013,21003480,19517082,671563,21236
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2014,2007-2013,14905327,17032254,1874815,59286
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2015,2007-2013,21963022,17832537,1146412,36252
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ERDF,2018,2007-2013,5934630,0,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2007,2007-2013,1516862,2195185,97930,3096
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2008,2007-2013,2275293,3670935,201490,6371
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2009,2007-2013,6956679,7992657,149565,4729
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2010,2007-2013,10431650,9534269,129555,4096
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2011,2007-2013,7421575,8503046,156132,4937
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2012,2007-2013,11049141,13391480,609286,19267
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2013,2007-2013,17225016,14983256,341229,10790
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2014,2007-2013,10060390,9031851,426013,13471
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2015,2007-2013,4030406,5570422,341592,10802
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2017,2007-2013,1743255,0,0,0
DE,DE2,DE22 Niederbayern,DE22,Niederbayern,ESF,2020,2007-2013,2162834,0,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2006,2007-2013,1055648,1055648,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2007,2007-2013,14961282,17688911,780488,24681
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2008,2007-2013,15370054,15878206,145403,4598
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2009,2007-2013,18233468,18348932,33039,1044
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2010,2007-2013,18884103,19257891,106956,3382
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2011,2007-2013,20990384,20950139,11515,364
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2012,2007-2013,20763604,20408797,101525,3210
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2013,2007-2013,18764284,17409345,387704,12260
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2014,2007-2013,11129266,11185796,16175,511
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2015,2007-2013,244860,9416238,581317,18382
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2016,2007-2013,11202875,0,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,EAFRD,2017,2007-2013,74,0,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2007,2007-2013,3226964,5580424,268058,8476
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2008,2007-2013,6523126,6892596,42082,1330
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2009,2007-2013,7547194,11063593,400516,12665
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2010,2007-2013,17293660,19176802,214489,6782
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2011,2007-2013,22513198,22197950,2125265,67206
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2012,2007-2013,17506920,22511273,1191251,37670
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2013,2007-2013,28551684,26531107,912908,28868
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2014,2007-2013,20261986,23153285,2548584,80593
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2015,2007-2013,29856064,24241171,1558408,49281
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2018,2007-2013,8067410,0,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2007,2007-2013,1495170,2163574,96539,3052
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2008,2007-2013,2242755,3617734,198591,6280
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2009,2007-2013,6856347,7875947,147263,4656
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2010,2007-2013,10277507,9396518,127243,4023
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2011,2007-2013,7321443,8382335,153227,4845
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2012,2007-2013,10881150,13197641,601356,19016
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2013,2007-2013,16996047,14782154,337460,10671
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2014,2007-2013,9921736,8901505,419171,13255
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2015,2007-2013,3956225,5476882,335842,10620
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2017,2007-2013,1711170,0,0,0
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ESF,2020,2007-2013,2134739,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2006,2007-2013,636831,636831,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2007,2007-2013,9025557,10671028,470838,14889
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2008,2007-2013,9272153,9578701,87716,2773
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2009,2007-2013,10999538,11069193,19931,630
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2010,2007-2013,11392041,11617533,64522,2040
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2011,2007-2013,12662678,12638399,6947,219
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2012,2007-2013,12525870,12311829,61246,1936
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2013,2007-2013,11319759,10502377,233887,7396
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2014,2007-2013,6713851,6747953,9758,308
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2015,2007-2013,147714,5680448,350686,11089
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2016,2007-2013,6758256,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2017,2007-2013,45,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2007,2007-2013,2407071,4162575,199951,6323
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2008,2007-2013,4865759,5141356,31390,992
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2009,2007-2013,5629637,8252605,298754,9447
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2010,2007-2013,12899764,14304446,159992,5059
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2011,2007-2013,16793146,16557995,1585287,50131
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2012,2007-2013,13058840,16791710,888583,28099
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2013,2007-2013,21297402,19790204,680960,21533
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2014,2007-2013,15113911,17270602,1901051,60116
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2015,2007-2013,22270370,18082084,1162454,36760
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2018,2007-2013,6017679,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2007,2007-2013,2181192,3156515,140823,4453
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2008,2007-2013,3271788,5278408,289729,9162
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2009,2007-2013,10003136,11492254,215008,6799
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2010,2007-2013,14998487,13709409,186125,5885
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2011,2007-2013,10674186,12227400,224263,7091
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2012,2007-2013,15884551,19255594,876422,27714
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2013,2007-2013,24775399,21550271,491087,15529
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2014,2007-2013,14468412,12987031,612312,19363
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2015,2007-2013,5789427,8004905,490875,15522
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2017,2007-2013,2504077,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ESF,2020,2007-2013,3111130,0,0,0
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,2006,2007-2013,803211,803211,0,0
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,2007,2007-2013,11383585,13458954,593850,18779
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,2008,2007-2013,11694607,12081244,110633,3498
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,2009,2007-2013,13873291,13961144,25138,794
