Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ERDF,2020,2007-2013,12017776,0,0,0
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ERDF,2022,2007-2013,260273,0,0,0
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2007,2007-2013,15753232,27772818,1024565,32399
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2008,2007-2013,23629848,27765825,352556,11148
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2009,2007-2013,31760952,43608230,8519083,269397
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2010,2007-2013,46768875,57203770,12640690,399733
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2011,2007-2013,47438609,75292594,18023006,569937
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2012,2007-2013,60597427,132156078,16143746,510510
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2013,2007-2013,222187790,157996806,10411636,329244
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2014,2007-2013,66796140,108852977,21066062,666167
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2015,2007-2013,156392482,111775532,9863808,311921
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2016,2007-2013,47954751,0,0,0
CZ,CZ0,CZ04 Severozápad,CZ04,Severozápad,ESF,2018,2007-2013,23144523,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2007,2007-2013,6838024,30501430,2174897,68776
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2008,2007-2013,52659564,54126175,134795,4262
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2009,2007-2013,55923300,54438642,136454,4315
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2010,2007-2013,52619404,37255532,14479658,457886
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2011,2007-2013,0,76581129,11830241,374105
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2012,2007-2013,153206880,144465320,8329577,263404
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2013,2007-2013,103274064,128162297,12488747,394928
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2014,2007-2013,118347976,172795853,29071088,919308
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2015,2007-2013,203424912,190490779,14288030,451827
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2016,2007-2013,98082176,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,CF,2017,2007-2013,44440860,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2007,2007-2013,12227070,20232413,1695374,53612
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2008,2007-2013,35833851,37847239,426396,13483
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2009,2007-2013,44846264,51515837,1412484,44666
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2010,2007-2013,74700888,73018317,356335,11268
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2011,2007-2013,67169292,64320480,603322,19078
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2012,2007-2013,54417321,53415081,212254,6712
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2013,2007-2013,49931051,49624649,64889,2051
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2014,2007-2013,48559522,45739369,597252,18886
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2015,2007-2013,15597872,27907709,1700199,53765
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,EAFRD,2016,2007-2013,20337963,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2007,2007-2013,24422668,47861999,2503693,79173
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2008,2007-2013,61337180,91320727,3202719,101278
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2009,2007-2013,139799584,175845958,3850326,121758
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2010,2007-2013,234127488,217840740,1739683,55013
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2011,2007-2013,191507536,181447180,17756129,561498
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2012,2007-2013,132613896,180152670,10744393,339767
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2013,2007-2013,222351328,226245567,19196624,607050
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2014,2007-2013,165816016,252479961,38266694,1210099
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2015,2007-2013,304073824,325340830,21493402,679681
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2016,2007-2013,150014880,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2017,2007-2013,47808392,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2018,2007-2013,2416670,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2019,2007-2013,900558,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2020,2007-2013,21019584,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ERDF,2022,2007-2013,326031,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2007,2007-2013,7833498,13810282,509473,16110
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2008,2007-2013,11750248,13806877,175311,5543
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2009,2007-2013,15793544,21684647,4236146,133958
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2010,2007-2013,23256429,28445201,6285614,198768
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2011,2007-2013,23589462,37439890,8961967,283402
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2012,2007-2013,30132855,65715444,8027680,253857
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2013,2007-2013,110485756,78565949,5177016,163711
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2014,2007-2013,33215246,54126431,10474689,331238
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2015,2007-2013,77768187,55580357,4904631,155098
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2016,2007-2013,23842627,0,0,0
CZ,CZ0,CZ05 Severovýchod,CZ05,Severovýchod,ESF,2018,2007-2013,11507227,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2007,2007-2013,7122932,39265640,2946687,93182
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2008,2007-2013,71287016,71730364,40644,1285
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2009,2007-2013,72270288,70668414,146851,4643
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2010,2007-2013,68717608,48619014,19031059,601814
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2011,2007-2013,0,101597110,15153893,479208
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2012,2007-2013,204376096,187514736,12285188,388491
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2013,2007-2013,121976176,164271669,16266215,514382
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2014,2007-2013,165189472,233456803,38495434,1217332
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2015,2007-2013,281073504,251096965,18901964,597732
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2016,2007-2013,117796592,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,CF,2017,2007-2013,58411036,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2007,2007-2013,18294638,30272557,2536687,80217
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2008,2007-2013,53616061,56628574,637991,20175
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2009,2007-2013,67100799,77080085,2113416,66832
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2010,2007-2013,111770498,109252967,533163,16860
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2011,2007-2013,100501419,96238911,902715,28546
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2012,2007-2013,81421403,79921810,317584,10042
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2013,2007-2013,74708864,74250413,97090,3070
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2014,2007-2013,72656726,68437099,893634,28259
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2015,2007-2013,23338169,41756646,2543907,80445
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,EAFRD,2016,2007-2013,30430485,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2007,2007-2013,26904006,68497529,4002884,126582
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2008,2007-2013,97896280,127887945,2886343,91274
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2009,2007-2013,168485936,207247025,3730296,117962
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2010,2007-2013,259715680,262623240,25122568,794445
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2011,2007-2013,232596096,264488079,18949017,599220
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2012,2007-2013,267038880,263629033,29110392,920551
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2013,2007-2013,144157760,273670071,24751369,782707
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2014,2007-2013,393525728,460470549,62680022,1982116
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2015,2007-2013,537095680,457792536,32547086,1029229
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2016,2007-2013,169452720,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2017,2007-2013,55890552,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2018,2007-2013,2681979,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2019,2007-2013,1075102,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2020,2007-2013,29427286,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ERDF,2022,2007-2013,362323,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2007,2007-2013,10500165,18511102,682886,21594
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2008,2007-2013,15750247,18506836,234983,7430
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2009,2007-2013,21169956,29066052,5677890,179550
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2010,2007-2013,31173343,38128006,8424814,266416
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2011,2007-2013,31619747,50183784,12011947,379851
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2012,2007-2013,40390630,88082621,10760425,340274
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2013,2007-2013,148097129,105311200,6938129,219402
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2014,2007-2013,44522323,72543443,14037690,443910
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2015,2007-2013,104241901,74494943,6573143,207861
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2016,2007-2013,31944899,0,0,0
CZ,CZ0,CZ06 Jihovýchod,CZ06,Jihovýchod,ESF,2018,2007-2013,15417647,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2007,2007-2013,16750710,46559428,2764937,87434
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2008,2007-2013,67127632,74717777,704031,22263
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2009,2007-2013,84220232,80812086,316125,9996
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2010,2007-2013,76545272,54334150,20602508,651508
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2011,2007-2013,0,105461726,18478577,584343
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2012,2007-2013,206689600,214170375,8187319,258905
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2013,2007-2013,198773584,198649275,18860959,596435
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2014,2007-2013,132122848,221811373,40335299,1275514
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2015,2007-2013,237892032,268274952,19876339,628545
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2016,2007-2013,181429680,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,CF,2017,2007-2013,63239556,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2007,2007-2013,11813372,19547858,1638012,51798
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2008,2007-2013,34621428,36566694,411969,13027
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2009,2007-2013,43328910,49772821,1364693,43155
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2010,2007-2013,72173415,70547773,344279,10887
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2011,2007-2013,64896648,62144224,582909,18433
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2012,2007-2013,52576134,51607804,205073,6484
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2013,2007-2013,48241655,47945620,62694,1982
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2014,2007-2013,46916531,44191797,577045,18247
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2015,2007-2013,15070125,26963464,1642673,51945
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,EAFRD,2016,2007-2013,19649836,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2007,2007-2013,24757398,49387951,2492894,78832
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2008,2007-2013,61177372,82422828,2150283,67997
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2009,2007-2013,113946840,171843082,5859764,185302
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2010,2007-2013,257749536,228045346,16889546,534094
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2011,2007-2013,160266912,183724051,11925487,377117
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2012,2007-2013,192217760,189020823,14104473,446022
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2013,2007-2013,126877336,179689688,19362548,612297
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2014,2007-2013,189121008,272744536,43369719,1371470
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2015,2007-2013,325547200,342407878,23355979,738580
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2016,2007-2013,81326648,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2017,2007-2013,139663424,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2018,2007-2013,2003108,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2019,2007-2013,757797,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2020,2007-2013,23603534,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ERDF,2022,2007-2013,270313,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2007,2007-2013,10492601,18497980,682404,21579
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2008,2007-2013,15738901,18493577,234817,7425
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2009,2007-2013,21154706,29045323,5673949,179426
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2010,2007-2013,31150887,38100758,8418998,266232
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2011,2007-2013,31596970,50148258,12003687,379589
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2012,2007-2013,40361535,88020842,10752685,340029
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2013,2007-2013,147990447,105235356,6933712,219263
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2014,2007-2013,44490251,72495229,14028880,443632
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2015,2007-2013,104166810,74444089,6568931,207727
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2016,2007-2013,31928548,0,0,0
CZ,CZ0,CZ07 Střední Morava,CZ07,Střední Morava,ESF,2018,2007-2013,15409756,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2007,2007-2013,13147404,38540621,2352152,74381
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2008,2007-2013,57084376,62764593,526153,16638
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2009,2007-2013,69853600,67160685,249442,7888
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2010,2007-2013,63799884,45269740,17227475,544780
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2011,2007-2013,0,88609670,15239082,481902
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2012,2007-2013,174210464,178053276,7131740,225525
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2013,2007-2013,159867216,164067358,15597690,493242
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2014,2007-2013,114914736,188431229,33849508,1070415
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2015,2007-2013,205225648,224667335,16675058,527311
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2016,2007-2013,146582960,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,CF,2017,2007-2013,52878224,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2007,2007-2013,6573199,10876823,911423,28821
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2008,2007-2013,19264063,20346448,229227,7248
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2009,2007-2013,24109081,27694604,759343,24012
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2010,2007-2013,40158748,39254208,191563,6057
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2011,2007-2013,36109807,34578303,324342,10256
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2012,2007-2013,29254424,28715626,114106,3608
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2013,2007-2013,26842632,26677913,34884,1103
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2014,2007-2013,26105307,24589209,321079,10153
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2015,2007-2013,8385322,15003016,914016,28903
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,EAFRD,2016,2007-2013,10933566,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2007,2007-2013,26053384,52258237,2550336,80648
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2008,2007-2013,62454160,99745862,3629342,114769
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2009,2007-2013,151331664,143770835,735842,23269
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2010,2007-2013,133311904,171174400,21749053,687765
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2011,2007-2013,194211200,221537717,17935333,567165
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2012,2007-2013,220496112,239867130,9270290,293152
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2013,2007-2013,236467120,237366703,23199953,733646
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2014,2007-2013,150989904,263254490,47990526,1517593
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2015,2007-2013,370982688,350889073,24686961,780670
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2016,2007-2013,157730432,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2017,2007-2013,52557048,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2018,2007-2013,2495448,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2019,2007-2013,931548,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2020,2007-2013,19515168,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ERDF,2022,2007-2013,336670,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2007,2007-2013,15965300,28146284,1038339,32835
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2008,2007-2013,23947950,28139465,357295,11298
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2009,2007-2013,32188514,44194876,8633479,273014
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2010,2007-2013,47398472,57973423,12810372,405099
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2011,2007-2013,48077222,76304973,18264873,577586
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2012,2007-2013,61413183,133931930,16361049,517381
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2013,2007-2013,225178857,160123709,10550678,333641
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2014,2007-2013,67695342,110310561,21347145,675055
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2015,2007-2013,158497820,113274836,9995586,316088
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2016,2007-2013,48587492,0,0,0
CZ,CZ0,CZ08 Moravskoslezsko,CZ08,Moravskoslezsko,ESF,2018,2007-2013,23449904,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2006,2007-2013,1508889,1508889,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2007,2007-2013,21384877,25283606,1115589,35278
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2008,2007-2013,21969154,22695480,207832,6572
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2009,2007-2013,26061967,26227006,47224,1493
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2010,2007-2013,26991951,27526225,152878,4834
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2011,2007-2013,30002560,29945035,16460,520
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2012,2007-2013,29678412,29171269,145114,4588
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2013,2007-2013,26820689,24884009,554165,17524
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2014,2007-2013,15907592,15988394,23120,731
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2015,2007-2013,349990,13459080,830905,26275
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2016,2007-2013,16012806,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,EAFRD,2017,2007-2013,107,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2007,2007-2013,1017013,1747638,64295,2033
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2008,2007-2013,1525519,1403749,10715,338
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2009,2007-2013,1271266,2587224,555796,17575
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2010,2007-2013,3453592,3741652,990754,31330
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2011,2007-2013,2385830,5872090,796818,25197
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2012,2007-2013,8297210,8979739,514255,16262
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2013,2007-2013,8624592,8888822,446060,14105
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2014,2007-2013,8448906,9382990,1362777,43094
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2015,2007-2013,12368627,8246755,667044,21093
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2016,2007-2013,915571,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ERDF,2017,2007-2013,2542533,0,0,0
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2007,2007-2013,3271562,4337556,234302,7409
DE,DE1,DE11 Stuttgart,DE11,Stuttgart,ESF,2008,2007-2013,4907343,9489344,1007112,31847
